,p_mp
1/10/2024 8:00,0
1/10/2024 9:00,118.2030696
1/10/2024 10:00,756.5190057
1/10/2024 11:00,1521.99685
1/10/2024 12:00,2698.0249
1/10/2024 13:00,2802.930388
1/10/2024 14:00,2478.385332
1/10/2024 15:00,1813.430453
1/10/2024 16:00,1558.066887
1/10/2024 17:00,926.231554
1/10/2024 18:00,116.7994589
1/10/2024 19:00,0
1/10/2024 20:00,0
1/10/2024 21:00,0
1/10/2024 22:00,0
1/10/2024 23:00,0
1/11/2024 0:00,0
1/11/2024 1:00,0
1/11/2024 2:00,0
1/11/2024 3:00,0
1/11/2024 4:00,0
1/11/2024 5:00,0
1/11/2024 6:00,0
1/11/2024 7:00,0
1/11/2024 8:00,0
1/11/2024 9:00,172.8919528
1/11/2024 10:00,815.2781419
1/11/2024 11:00,1759.53241
1/11/2024 12:00,3968.445954
1/11/2024 13:00,6089.782552
1/11/2024 14:00,3025.220378
1/11/2024 15:00,2715.831572
1/11/2024 16:00,2793.944993
1/11/2024 17:00,3035.976486
1/11/2024 18:00,133.6497993
1/11/2024 19:00,0
1/11/2024 20:00,0
1/11/2024 21:00,0
1/11/2024 22:00,0
1/11/2024 23:00,0
1/12/2024 0:00,0
1/12/2024 1:00,0
1/12/2024 2:00,0
1/12/2024 3:00,0
1/12/2024 4:00,0
1/12/2024 5:00,0
1/12/2024 6:00,0
1/12/2024 7:00,0
1/12/2024 8:00,0
1/12/2024 9:00,27.78611264
1/12/2024 10:00,307.7832693
1/12/2024 11:00,437.5000442
1/12/2024 12:00,630.6717462
1/12/2024 13:00,774.2628511
1/12/2024 14:00,769.697146
1/12/2024 15:00,571.7171376
1/12/2024 16:00,402.7405735
1/12/2024 17:00,182.5527292
1/12/2024 18:00,26.21951957
1/12/2024 19:00,0
1/12/2024 20:00,0
1/12/2024 21:00,0
1/12/2024 22:00,0
1/12/2024 23:00,0
1/13/2024 0:00,0
1/13/2024 1:00,0
1/13/2024 2:00,0
1/13/2024 3:00,0
1/13/2024 4:00,0
1/13/2024 5:00,0
1/13/2024 6:00,0
1/13/2024 7:00,0
1/13/2024 8:00,0
1/13/2024 9:00,209.360459
1/13/2024 10:00,904.2153313
1/13/2024 11:00,1797.412746
1/13/2024 12:00,3401.166019
1/13/2024 13:00,5913.854224
1/13/2024 14:00,3591.091951
1/13/2024 15:00,3120.937001
1/13/2024 16:00,2629.426389
1/13/2024 17:00,1527.449251
1/13/2024 18:00,166.6785068
1/13/2024 19:00,0
1/13/2024 20:00,0
1/13/2024 21:00,0
1/13/2024 22:00,0
1/13/2024 23:00,0
1/14/2024 0:00,0
1/14/2024 1:00,0
1/14/2024 2:00,0
1/14/2024 3:00,0
1/14/2024 4:00,0
1/14/2024 5:00,0
1/14/2024 6:00,0
1/14/2024 7:00,0
1/14/2024 8:00,0
1/14/2024 9:00,195.7467681
1/14/2024 10:00,381.3819882
1/14/2024 11:00,1659.448637
1/14/2024 12:00,4087.188231
1/14/2024 13:00,6115.064689
1/14/2024 14:00,3310.338889
1/14/2024 15:00,3118.962068
1/14/2024 16:00,2607.810139
1/14/2024 17:00,1740.661345
1/14/2024 18:00,204.9786329
1/14/2024 19:00,0
1/14/2024 20:00,0
1/14/2024 21:00,0
1/14/2024 22:00,0
1/14/2024 23:00,0
1/15/2024 0:00,0
1/15/2024 1:00,0
1/15/2024 2:00,0
1/15/2024 3:00,0
1/15/2024 4:00,0
1/15/2024 5:00,0
1/15/2024 6:00,0
1/15/2024 7:00,0
1/15/2024 8:00,0
1/15/2024 9:00,218.3921232
1/15/2024 10:00,474.9593249
1/15/2024 11:00,1826.131989
1/15/2024 12:00,4763.624058
1/15/2024 13:00,7800.878187
1/15/2024 14:00,3921.000973
1/15/2024 15:00,3190.435461
1/15/2024 16:00,2588.790262
1/15/2024 17:00,1530.548837
1/15/2024 18:00,204.7851464
1/15/2024 19:00,0
1/15/2024 20:00,0
1/15/2024 21:00,0
1/15/2024 22:00,0
1/15/2024 23:00,0
1/16/2024 0:00,0
1/16/2024 1:00,0
1/16/2024 2:00,0
1/16/2024 3:00,0
1/16/2024 4:00,0
1/16/2024 5:00,0
1/16/2024 6:00,0
1/16/2024 7:00,0
1/16/2024 8:00,0
1/16/2024 9:00,228.3704997
1/16/2024 10:00,560.9843363
1/16/2024 11:00,1747.392428
1/16/2024 12:00,4069.873893
1/16/2024 13:00,6506.150617
1/16/2024 14:00,3113.203877
1/16/2024 15:00,2883.080913
1/16/2024 16:00,3005.539089
1/16/2024 17:00,3494.828873
1/16/2024 18:00,153.0185583
1/16/2024 19:00,0
1/16/2024 20:00,0
1/16/2024 21:00,0
1/16/2024 22:00,0
1/16/2024 23:00,0
1/17/2024 0:00,0
1/17/2024 1:00,0
1/17/2024 2:00,0
1/17/2024 3:00,0
1/17/2024 4:00,0
1/17/2024 5:00,0
1/17/2024 6:00,0
1/17/2024 7:00,0
1/17/2024 8:00,0
1/17/2024 9:00,195.8233158
1/17/2024 10:00,566.2850767
1/17/2024 11:00,1522.56792
1/17/2024 12:00,3552.35704
1/17/2024 13:00,5981.586479
1/17/2024 14:00,3521.721357
1/17/2024 15:00,2857.338961
1/17/2024 16:00,2942.781938
1/17/2024 17:00,3274.382569
1/17/2024 18:00,167.3488741
1/17/2024 19:00,0
1/17/2024 20:00,0
1/17/2024 21:00,0
1/17/2024 22:00,0
1/17/2024 23:00,0
1/18/2024 0:00,0
1/18/2024 1:00,0
1/18/2024 2:00,0
1/18/2024 3:00,0
1/18/2024 4:00,0
1/18/2024 5:00,0
1/18/2024 6:00,0
1/18/2024 7:00,0
1/18/2024 8:00,0
1/18/2024 9:00,221.895645
1/18/2024 10:00,787.0163735
1/18/2024 11:00,2041.294741
1/18/2024 12:00,4205.588039
1/18/2024 13:00,6036.433132
1/18/2024 14:00,2988.82245
1/18/2024 15:00,2828.545894
1/18/2024 16:00,2843.618442
1/18/2024 17:00,3124.274132
1/18/2024 18:00,206.5882094
1/18/2024 19:00,0
1/18/2024 20:00,0
1/18/2024 21:00,0
1/18/2024 22:00,0
1/18/2024 23:00,0
1/19/2024 0:00,0
1/19/2024 1:00,0
1/19/2024 2:00,0
1/19/2024 3:00,0
1/19/2024 4:00,0
1/19/2024 5:00,0
1/19/2024 6:00,0
1/19/2024 7:00,0
1/19/2024 8:00,0
1/19/2024 9:00,233.860006
1/19/2024 10:00,977.5636445
1/19/2024 11:00,2270.91389
1/19/2024 12:00,4214.174977
1/19/2024 13:00,7293.141779
1/19/2024 14:00,4018.225321
1/19/2024 15:00,3304.678395
1/19/2024 16:00,2679.921862
1/19/2024 17:00,2236.883058
1/19/2024 18:00,238.3929867
1/19/2024 19:00,0
1/19/2024 20:00,0
1/19/2024 21:00,0
1/19/2024 22:00,0
1/19/2024 23:00,0
1/20/2024 0:00,0
1/20/2024 1:00,0
1/20/2024 2:00,0
1/20/2024 3:00,0
1/20/2024 4:00,0
1/20/2024 5:00,0
1/20/2024 6:00,0
1/20/2024 7:00,0
1/20/2024 8:00,0
1/20/2024 9:00,218.4637605
1/20/2024 10:00,815.2992531
1/20/2024 11:00,2202.085988
1/20/2024 12:00,4026.34252
1/20/2024 13:00,6513.453792
1/20/2024 14:00,3297.676172
1/20/2024 15:00,2996.88683
1/20/2024 16:00,3119.098981
1/20/2024 17:00,3606.516182
1/20/2024 18:00,199.7114832
1/20/2024 19:00,0
1/20/2024 20:00,0
1/20/2024 21:00,0
1/20/2024 22:00,0
1/20/2024 23:00,0
1/21/2024 0:00,0
1/21/2024 1:00,0
1/21/2024 2:00,0
1/21/2024 3:00,0
1/21/2024 4:00,0
1/21/2024 5:00,0
1/21/2024 6:00,0
1/21/2024 7:00,0
1/21/2024 8:00,0
1/21/2024 9:00,142.3824176
1/21/2024 10:00,385.1693654
1/21/2024 11:00,1545.217435
1/21/2024 12:00,3895.614243
1/21/2024 13:00,6746.773784
1/21/2024 14:00,3086.58455
1/21/2024 15:00,2911.336378
1/21/2024 16:00,3073.481419
1/21/2024 17:00,3401.829909
1/21/2024 18:00,2187.299671
1/21/2024 19:00,0
1/21/2024 20:00,0
1/21/2024 21:00,0
1/21/2024 22:00,0
1/21/2024 23:00,0
1/22/2024 0:00,0
1/22/2024 1:00,0
1/22/2024 2:00,0
1/22/2024 3:00,0
1/22/2024 4:00,0
1/22/2024 5:00,0
1/22/2024 6:00,0
1/22/2024 7:00,0
1/22/2024 8:00,0
1/22/2024 9:00,96.5352819
1/22/2024 10:00,227.1380934
1/22/2024 11:00,825.9515837
1/22/2024 12:00,1039.09101
1/22/2024 13:00,1149.093066
1/22/2024 14:00,516.9032089
1/22/2024 15:00,472.1441165
1/22/2024 16:00,282.9898932
1/22/2024 17:00,184.5128823
1/22/2024 18:00,30.39521269
1/22/2024 19:00,0
1/22/2024 20:00,0
1/22/2024 21:00,0
1/22/2024 22:00,0
1/22/2024 23:00,0
1/23/2024 0:00,0
1/23/2024 1:00,0
1/23/2024 2:00,0
1/23/2024 3:00,0
1/23/2024 4:00,0
1/23/2024 5:00,0
1/23/2024 6:00,0
1/23/2024 7:00,0
1/23/2024 8:00,0
1/23/2024 9:00,54.27224896
1/23/2024 10:00,227.6452022
1/23/2024 11:00,552.0552983
1/23/2024 12:00,644.4799427
1/23/2024 13:00,1051.146
1/23/2024 14:00,638.963732
1/23/2024 15:00,888.2587369
1/23/2024 16:00,692.6017964
1/23/2024 17:00,361.7162236
1/23/2024 18:00,67.52895553
1/23/2024 19:00,0
1/23/2024 20:00,0
1/23/2024 21:00,0
1/23/2024 22:00,0
1/23/2024 23:00,0
1/24/2024 0:00,0
1/24/2024 1:00,0
1/24/2024 2:00,0
1/24/2024 3:00,0
1/24/2024 4:00,0
1/24/2024 5:00,0
1/24/2024 6:00,0
1/24/2024 7:00,0
1/24/2024 8:00,0
1/24/2024 9:00,37.96543263
1/24/2024 10:00,146.4567074
1/24/2024 11:00,217.9736883
1/24/2024 12:00,262.6186336
1/24/2024 13:00,341.1929443
1/24/2024 14:00,356.5391417
1/24/2024 15:00,362.7775376
1/24/2024 16:00,231.8968064
1/24/2024 17:00,146.3397306
1/24/2024 18:00,40.70493142
1/24/2024 19:00,0
1/24/2024 20:00,0
1/24/2024 21:00,0
1/24/2024 22:00,0
1/24/2024 23:00,0
1/25/2024 0:00,0
1/25/2024 1:00,0
1/25/2024 2:00,0
1/25/2024 3:00,0
1/25/2024 4:00,0
1/25/2024 5:00,0
1/25/2024 6:00,0
1/25/2024 7:00,0
1/25/2024 8:00,0
1/25/2024 9:00,108.1275081
1/25/2024 10:00,296.8260591
1/25/2024 11:00,787.7445063
1/25/2024 12:00,1514.729048
1/25/2024 13:00,1437.425999
1/25/2024 14:00,982.4943457
1/25/2024 15:00,826.7935528
1/25/2024 16:00,606.450957
1/25/2024 17:00,314.549353
1/25/2024 18:00,55.31687989
1/25/2024 19:00,0
1/25/2024 20:00,0
1/25/2024 21:00,0
1/25/2024 22:00,0
1/25/2024 23:00,0
1/26/2024 0:00,0
1/26/2024 1:00,0
1/26/2024 2:00,0
1/26/2024 3:00,0
1/26/2024 4:00,0
1/26/2024 5:00,0
1/26/2024 6:00,0
1/26/2024 7:00,0
1/26/2024 8:00,0
1/26/2024 9:00,142.4233903
1/26/2024 10:00,505.212409
1/26/2024 11:00,863.0300754
1/26/2024 12:00,961.894723
1/26/2024 13:00,1147.282136
1/26/2024 14:00,739.9057582
1/26/2024 15:00,915.0480182
1/26/2024 16:00,615.946572
1/26/2024 17:00,566.3990689
1/26/2024 18:00,122.8302237
1/26/2024 19:00,0
1/26/2024 20:00,0
1/26/2024 21:00,0
1/26/2024 22:00,0
1/26/2024 23:00,0
1/27/2024 0:00,0
1/27/2024 1:00,0
1/27/2024 2:00,0
1/27/2024 3:00,0
1/27/2024 4:00,0
1/27/2024 5:00,0
1/27/2024 6:00,0
1/27/2024 7:00,0
1/27/2024 8:00,0
1/27/2024 9:00,103.5657232
1/27/2024 10:00,349.2322436
1/27/2024 11:00,478.1472874
1/27/2024 12:00,853.9837701
1/27/2024 13:00,909.1540899
1/27/2024 14:00,923.0005739
1/27/2024 15:00,815.6063439
1/27/2024 16:00,646.6327964
1/27/2024 17:00,263.0334477
1/27/2024 18:00,95.23363667
1/27/2024 19:00,0
1/27/2024 20:00,0
1/27/2024 21:00,0
1/27/2024 22:00,0
1/27/2024 23:00,0
1/28/2024 0:00,0
1/28/2024 1:00,0
1/28/2024 2:00,0
1/28/2024 3:00,0
1/28/2024 4:00,0
1/28/2024 5:00,0
1/28/2024 6:00,0
1/28/2024 7:00,0
1/28/2024 8:00,0
1/28/2024 9:00,189.9200633
1/28/2024 10:00,952.6711645
1/28/2024 11:00,1833.78651
1/28/2024 12:00,2279.901849
1/28/2024 13:00,2690.098042
1/28/2024 14:00,2404.149579
1/28/2024 15:00,1923.32726
1/28/2024 16:00,1681.480327
1/28/2024 17:00,1152.708972
1/28/2024 18:00,943.3377124
1/28/2024 19:00,0
1/28/2024 20:00,0
1/28/2024 21:00,0
1/28/2024 22:00,0
1/28/2024 23:00,0
1/29/2024 0:00,0
1/29/2024 1:00,0
1/29/2024 2:00,0
1/29/2024 3:00,0
1/29/2024 4:00,0
1/29/2024 5:00,0
1/29/2024 6:00,0
1/29/2024 7:00,0
1/29/2024 8:00,0
1/29/2024 9:00,226.1550844
1/29/2024 10:00,910.2729257
1/29/2024 11:00,1961.480317
1/29/2024 12:00,4648.840326
1/29/2024 13:00,8026.860505
1/29/2024 14:00,2999.720673
1/29/2024 15:00,2909.010409
1/29/2024 16:00,3264.233214
1/29/2024 17:00,3874.361706
1/29/2024 18:00,3040.386014
1/29/2024 19:00,0
1/29/2024 20:00,0
1/29/2024 21:00,0
1/29/2024 22:00,0
1/29/2024 23:00,0
1/30/2024 0:00,0
1/30/2024 1:00,0
1/30/2024 2:00,0
1/30/2024 3:00,0
1/30/2024 4:00,0
1/30/2024 5:00,0
1/30/2024 6:00,0
1/30/2024 7:00,0
1/30/2024 8:00,0
1/30/2024 9:00,150.800357
1/30/2024 10:00,629.2554273
1/30/2024 11:00,1252.071355
1/30/2024 12:00,1362.75621
1/30/2024 13:00,1834.466357
1/30/2024 14:00,2256.706502
1/30/2024 15:00,1355.887041
1/30/2024 16:00,1336.282315
1/30/2024 17:00,711.7469298
1/30/2024 18:00,1165.527251
1/30/2024 19:00,0
1/30/2024 20:00,0
1/30/2024 21:00,0
1/30/2024 22:00,0
1/30/2024 23:00,0
1/31/2024 0:00,0
1/31/2024 1:00,0
1/31/2024 2:00,0
1/31/2024 3:00,0
1/31/2024 4:00,0
1/31/2024 5:00,0
1/31/2024 6:00,0
1/31/2024 7:00,0
1/31/2024 8:00,0
1/31/2024 9:00,233.2181981
1/31/2024 10:00,615.4725691
1/31/2024 11:00,1941.315615
1/31/2024 12:00,4301.395473
1/31/2024 13:00,6946.64921
1/31/2024 14:00,3536.940489
1/31/2024 15:00,3121.382269
1/31/2024 16:00,2732.446473
1/31/2024 17:00,2268.664218
1/31/2024 18:00,2168.118044
1/31/2024 19:00,0
1/31/2024 20:00,0
1/31/2024 21:00,0
1/31/2024 22:00,0
1/31/2024 23:00,0
2/1/2024 0:00,0
2/1/2024 1:00,0
2/1/2024 2:00,0
2/1/2024 3:00,0
2/1/2024 4:00,0
2/1/2024 5:00,0
2/1/2024 6:00,0
2/1/2024 7:00,0
2/1/2024 8:00,0
2/1/2024 9:00,209.8163691
2/1/2024 10:00,622.1004646
2/1/2024 11:00,2528.872807
2/1/2024 12:00,5058.973389
2/1/2024 13:00,8240.199132
2/1/2024 14:00,3848.995672
2/1/2024 15:00,3349.237702
2/1/2024 16:00,3124.718124
2/1/2024 17:00,3366.906492
2/1/2024 18:00,2989.412406
2/1/2024 19:00,0.772518424
2/1/2024 20:00,0
2/1/2024 21:00,0
2/1/2024 22:00,0
2/1/2024 23:00,0
2/2/2024 0:00,0
2/2/2024 1:00,0
2/2/2024 2:00,0
2/2/2024 3:00,0
2/2/2024 4:00,0
2/2/2024 5:00,0
2/2/2024 6:00,0
2/2/2024 7:00,0
2/2/2024 8:00,0
2/2/2024 9:00,246.4517681
2/2/2024 10:00,719.7144728
2/2/2024 11:00,2071.729918
2/2/2024 12:00,3270.978722
2/2/2024 13:00,4207.328545
2/2/2024 14:00,3296.041786
2/2/2024 15:00,3247.308915
2/2/2024 16:00,3130.639239
2/2/2024 17:00,3201.964904
2/2/2024 18:00,3150.365311
2/2/2024 19:00,0.527438015
2/2/2024 20:00,0
2/2/2024 21:00,0
2/2/2024 22:00,0
2/2/2024 23:00,0
2/3/2024 0:00,0
2/3/2024 1:00,0
2/3/2024 2:00,0
2/3/2024 3:00,0
2/3/2024 4:00,0
2/3/2024 5:00,0
2/3/2024 6:00,0
2/3/2024 7:00,0
2/3/2024 8:00,0
2/3/2024 9:00,205.4168269
2/3/2024 10:00,409.9731922
2/3/2024 11:00,1794.171146
2/3/2024 12:00,3814.847995
2/3/2024 13:00,6231.562788
2/3/2024 14:00,3004.443262
2/3/2024 15:00,2971.474711
2/3/2024 16:00,3471.102568
2/3/2024 17:00,4171.657081
2/3/2024 18:00,3361.904536
2/3/2024 19:00,0.799143442
2/3/2024 20:00,0
2/3/2024 21:00,0
2/3/2024 22:00,0
2/3/2024 23:00,0
2/4/2024 0:00,0
2/4/2024 1:00,0
2/4/2024 2:00,0
2/4/2024 3:00,0
2/4/2024 4:00,0
2/4/2024 5:00,0
2/4/2024 6:00,0
2/4/2024 7:00,0
2/4/2024 8:00,1.294627212
2/4/2024 9:00,252.8095489
2/4/2024 10:00,518.2455974
2/4/2024 11:00,1926.464826
2/4/2024 12:00,3984.440883
2/4/2024 13:00,6479.525861
2/4/2024 14:00,3036.179438
2/4/2024 15:00,2996.708158
2/4/2024 16:00,3517.857214
2/4/2024 17:00,4174.387516
2/4/2024 18:00,3404.578288
2/4/2024 19:00,2.365461647
2/4/2024 20:00,0
2/4/2024 21:00,0
2/4/2024 22:00,0
2/4/2024 23:00,0
2/5/2024 0:00,0
2/5/2024 1:00,0
2/5/2024 2:00,0
2/5/2024 3:00,0
2/5/2024 4:00,0
2/5/2024 5:00,0
2/5/2024 6:00,0
2/5/2024 7:00,0
2/5/2024 8:00,0.913695767
2/5/2024 9:00,214.6921724
2/5/2024 10:00,399.1252159
2/5/2024 11:00,1897.444128
2/5/2024 12:00,3950.24586
2/5/2024 13:00,6427.920049
2/5/2024 14:00,3066.599147
2/5/2024 15:00,3043.088955
2/5/2024 16:00,3617.870498
2/5/2024 17:00,4383.838084
2/5/2024 18:00,3588.281198
2/5/2024 19:00,4.195459858
2/5/2024 20:00,0
2/5/2024 21:00,0
2/5/2024 22:00,0
2/5/2024 23:00,0
2/6/2024 0:00,0
2/6/2024 1:00,0
2/6/2024 2:00,0
2/6/2024 3:00,0
2/6/2024 4:00,0
2/6/2024 5:00,0
2/6/2024 6:00,0
2/6/2024 7:00,0
2/6/2024 8:00,0.535425304
2/6/2024 9:00,322.1895356
2/6/2024 10:00,980.8920079
2/6/2024 11:00,2709.846372
2/6/2024 12:00,4477.367264
2/6/2024 13:00,6822.747439
2/6/2024 14:00,3075.198869
2/6/2024 15:00,3003.229395
2/6/2024 16:00,3565.190034
2/6/2024 17:00,4310.718405
2/6/2024 18:00,3523.664024
2/6/2024 19:00,6.025415727
2/6/2024 20:00,0
2/6/2024 21:00,0
2/6/2024 22:00,0
2/6/2024 23:00,0
2/7/2024 0:00,0
2/7/2024 1:00,0
2/7/2024 2:00,0
2/7/2024 3:00,0
2/7/2024 4:00,0
2/7/2024 5:00,0
2/7/2024 6:00,0
2/7/2024 7:00,0
2/7/2024 8:00,3.119320501
2/7/2024 9:00,479.0251978
2/7/2024 10:00,920.7769523
2/7/2024 11:00,2196.537648
2/7/2024 12:00,4179.690146
2/7/2024 13:00,7121.482408
2/7/2024 14:00,3828.130965
2/7/2024 15:00,3396.035132
2/7/2024 16:00,3342.671014
2/7/2024 17:00,3220.93854
2/7/2024 18:00,1195.964123
2/7/2024 19:00,9.906332133
2/7/2024 20:00,0
2/7/2024 21:00,0
2/7/2024 22:00,0
2/7/2024 23:00,0
2/8/2024 0:00,0
2/8/2024 1:00,0
2/8/2024 2:00,0
2/8/2024 3:00,0
2/8/2024 4:00,0
2/8/2024 5:00,0
2/8/2024 6:00,0
2/8/2024 7:00,0
2/8/2024 8:00,3.255178968
2/8/2024 9:00,445.7578923
2/8/2024 10:00,1051.643771
2/8/2024 11:00,2939.320041
2/8/2024 12:00,5916.419445
2/8/2024 13:00,8702.548374
2/8/2024 14:00,3425.010181
2/8/2024 15:00,2284.496874
2/8/2024 16:00,850.3777291
2/8/2024 17:00,946.4563437
2/8/2024 18:00,910.9945627
2/8/2024 19:00,8.366865112
2/8/2024 20:00,0
2/8/2024 21:00,0
2/8/2024 22:00,0
2/8/2024 23:00,0
2/9/2024 0:00,0
2/9/2024 1:00,0
2/9/2024 2:00,0
2/9/2024 3:00,0
2/9/2024 4:00,0
2/9/2024 5:00,0
2/9/2024 6:00,0
2/9/2024 7:00,0
2/9/2024 8:00,2.480013607
2/9/2024 9:00,225.1605285
2/9/2024 10:00,772.101364
2/9/2024 11:00,1923.959003
2/9/2024 12:00,4310.314842
2/9/2024 13:00,6792.266631
2/9/2024 14:00,3169.046605
2/9/2024 15:00,3057.763465
2/9/2024 16:00,3438.463478
2/9/2024 17:00,3314.332597
2/9/2024 18:00,2773.424081
2/9/2024 19:00,12.74569368
2/9/2024 20:00,0
2/9/2024 21:00,0
2/9/2024 22:00,0
2/9/2024 23:00,0
2/10/2024 0:00,0
2/10/2024 1:00,0
2/10/2024 2:00,0
2/10/2024 3:00,0
2/10/2024 4:00,0
2/10/2024 5:00,0
2/10/2024 6:00,0
2/10/2024 7:00,0
2/10/2024 8:00,7.3253004
2/10/2024 9:00,311.5139618
2/10/2024 10:00,479.3539511
2/10/2024 11:00,2151.902332
2/10/2024 12:00,4445.328507
2/10/2024 13:00,6175.117098
2/10/2024 14:00,3913.082054
2/10/2024 15:00,3590.136745
2/10/2024 16:00,3484.972661
2/10/2024 17:00,2534.445609
2/10/2024 18:00,978.8987852
2/10/2024 19:00,14.99622768
2/10/2024 20:00,0
2/10/2024 21:00,0
2/10/2024 22:00,0
2/10/2024 23:00,0
2/11/2024 0:00,0
2/11/2024 1:00,0
2/11/2024 2:00,0
2/11/2024 3:00,0
2/11/2024 4:00,0
2/11/2024 5:00,0
2/11/2024 6:00,0
2/11/2024 7:00,0
2/11/2024 8:00,9.970200835
2/11/2024 9:00,269.7125498
2/11/2024 10:00,446.3308512
2/11/2024 11:00,2211.236995
2/11/2024 12:00,4602.166705
2/11/2024 13:00,5194.995112
2/11/2024 14:00,3482.773971
2/11/2024 15:00,3098.7141
2/11/2024 16:00,3823.104304
2/11/2024 17:00,3914.438707
2/11/2024 18:00,1970.887663
2/11/2024 19:00,22.85292332
2/11/2024 20:00,0
2/11/2024 21:00,0
2/11/2024 22:00,0
2/11/2024 23:00,0
2/12/2024 0:00,0
2/12/2024 1:00,0
2/12/2024 2:00,0
2/12/2024 3:00,0
2/12/2024 4:00,0
2/12/2024 5:00,0
2/12/2024 6:00,0
2/12/2024 7:00,0
2/12/2024 8:00,11.82402725
2/12/2024 9:00,276.0348717
2/12/2024 10:00,437.1525585
2/12/2024 11:00,2205.903179
2/12/2024 12:00,4221.582422
2/12/2024 13:00,4818.425623
2/12/2024 14:00,3071.462456
2/12/2024 15:00,3281.074612
2/12/2024 16:00,2951.480238
2/12/2024 17:00,3214.596497
2/12/2024 18:00,3840.415936
2/12/2024 19:00,23.47364891
2/12/2024 20:00,0
2/12/2024 21:00,0
2/12/2024 22:00,0
2/12/2024 23:00,0
2/13/2024 0:00,0
2/13/2024 1:00,0
2/13/2024 2:00,0
2/13/2024 3:00,0
2/13/2024 4:00,0
2/13/2024 5:00,0
2/13/2024 6:00,0
2/13/2024 7:00,0
2/13/2024 8:00,15.38240874
2/13/2024 9:00,294.5954557
2/13/2024 10:00,501.7114005
2/13/2024 11:00,2301.595485
2/13/2024 12:00,4432.036496
2/13/2024 13:00,4673.77931
2/13/2024 14:00,3179.812162
2/13/2024 15:00,3180.918424
2/13/2024 16:00,3767.439827
2/13/2024 17:00,4195.027043
2/13/2024 18:00,3161.752926
2/13/2024 19:00,25.63317694
2/13/2024 20:00,0
2/13/2024 21:00,0
2/13/2024 22:00,0
2/13/2024 23:00,0
2/14/2024 0:00,0
2/14/2024 1:00,0
2/14/2024 2:00,0
2/14/2024 3:00,0
2/14/2024 4:00,0
2/14/2024 5:00,0
2/14/2024 6:00,0
2/14/2024 7:00,0
2/14/2024 8:00,18.3013417
2/14/2024 9:00,288.8947578
2/14/2024 10:00,453.8942141
2/14/2024 11:00,2273.095183
2/14/2024 12:00,4375.464144
2/14/2024 13:00,4392.106451
2/14/2024 14:00,3113.077361
2/14/2024 15:00,3141.649846
2/14/2024 16:00,4006.492457
2/14/2024 17:00,4865.436825
2/14/2024 18:00,4091.273288
2/14/2024 19:00,31.3080089
2/14/2024 20:00,0
2/14/2024 21:00,0
2/14/2024 22:00,0
2/14/2024 23:00,0
2/15/2024 0:00,0
2/15/2024 1:00,0
2/15/2024 2:00,0
2/15/2024 3:00,0
2/15/2024 4:00,0
2/15/2024 5:00,0
2/15/2024 6:00,0
2/15/2024 7:00,0
2/15/2024 8:00,15.91274766
2/15/2024 9:00,251.0942511
2/15/2024 10:00,821.7774686
2/15/2024 11:00,1698.703715
2/15/2024 12:00,3480.464035
2/15/2024 13:00,5364.980254
2/15/2024 14:00,3560.864457
2/15/2024 15:00,3088.303831
2/15/2024 16:00,3516.239931
2/15/2024 17:00,4080.973547
2/15/2024 18:00,4087.637395
2/15/2024 19:00,36.05310903
2/15/2024 20:00,0
2/15/2024 21:00,0
2/15/2024 22:00,0
2/15/2024 23:00,0
2/16/2024 0:00,0
2/16/2024 1:00,0
2/16/2024 2:00,0
2/16/2024 3:00,0
2/16/2024 4:00,0
2/16/2024 5:00,0
2/16/2024 6:00,0
2/16/2024 7:00,0
2/16/2024 8:00,22.43746287
2/16/2024 9:00,531.2650635
2/16/2024 10:00,848.9710138
2/16/2024 11:00,1115.670506
2/16/2024 12:00,1298.228065
2/16/2024 13:00,1750.648919
2/16/2024 14:00,2150.779154
2/16/2024 15:00,2228.414094
2/16/2024 16:00,1367.893056
2/16/2024 17:00,1036.010232
2/16/2024 18:00,445.4393421
2/16/2024 19:00,30.1526688
2/16/2024 20:00,0
2/16/2024 21:00,0
2/16/2024 22:00,0
2/16/2024 23:00,0
2/17/2024 0:00,0
2/17/2024 1:00,0
2/17/2024 2:00,0
2/17/2024 3:00,0
2/17/2024 4:00,0
2/17/2024 5:00,0
2/17/2024 6:00,0
2/17/2024 7:00,0
2/17/2024 8:00,32.25916918
2/17/2024 9:00,326.3087526
2/17/2024 10:00,568.1295846
2/17/2024 11:00,2847.627445
2/17/2024 12:00,5405.578232
2/17/2024 13:00,4587.817408
2/17/2024 14:00,3536.786105
2/17/2024 15:00,3450.72403
2/17/2024 16:00,4455.630188
2/17/2024 17:00,5355.730973
2/17/2024 18:00,4583.488582
2/17/2024 19:00,47.42419177
2/17/2024 20:00,0
2/17/2024 21:00,0
2/17/2024 22:00,0
2/17/2024 23:00,0
2/18/2024 0:00,0
2/18/2024 1:00,0
2/18/2024 2:00,0
2/18/2024 3:00,0
2/18/2024 4:00,0
2/18/2024 5:00,0
2/18/2024 6:00,0
2/18/2024 7:00,0
2/18/2024 8:00,36.62688809
2/18/2024 9:00,333.9695894
2/18/2024 10:00,602.1696634
2/18/2024 11:00,2839.325622
2/18/2024 12:00,5412.13247
2/18/2024 13:00,4388.204846
2/18/2024 14:00,3412.676726
2/18/2024 15:00,3411.524939
2/18/2024 16:00,4443.446374
